,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,rank,DATE,Week,Free_Agent,did_not_play,Win_Loss
276,Rakim Jarrett,TB,WR,W 26-9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,NO,Away,119.0,10-03-23,4,False,0,1
282,Marquise Goodwin,Cle,WR,L 3-28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Bal,Home,120.5,10-03-23,4,False,0,0
283,Velus Jones Jr.,Chi,WR,L 28-31,0.3,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Den,Home,120.5,10-03-23,4,False,0,0
285,Tim Jones,Jax,WR,W 23-7,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,Atl,Home,122.0,10-03-23,4,False,0,1
292,Deebo Samuel,SF,WR,W 35-16,16.6,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,Ari,Home,123.0,10-03-23,4,False,0,1
300,Jordan Addison,Min,WR,W 21-13,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Away,143.0,10-03-23,4,False,0,1
306,Rondale Moore,Ari,WR,L 16-35,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Away,143.0,10-03-23,4,False,0,0
332,Marvin Jones Jr.,Det,WR,W 34-20,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Away,143.0,10-03-23,4,False,0,1
337,Mecole Hardman Jr.,NYJ,WR,L 20-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,Home,143.0,10-03-23,4,False,0,0
341,Justyn Ross,KC,WR,W 23-20,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Away,143.0,10-03-23,4,False,0,1
342,Mack Hollins,Atl,WR,L 7-23,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Away,143.0,10-03-23,4,False,0,0
361,Dontayvion Wicks,GB,WR,L 20-34,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Home,143.0,10-03-23,4,False,0,0
374,Khalil Shakir,Buf,WR,W 48-20,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mia,Home,143.0,10-03-23,4,False,0,1
382,Jake Bobo,Sea,WR,W 24-3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Away,143.0,10-03-23,4,False,0,1
389,Robbie Chosen,Mia,WR,L 20-48,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Buf,Away,143.0,10-03-23,4,False,0,0
406,Ben Skowronek,LAR,WR,W 29-23,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,143.0,10-03-23,4,False,0,1
411,Andrei Iosivas,Cin,WR,L 3-27,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ten,Away,143.0,10-03-23,4,False,0,0
418,DeAndre Carter,LV,WR,L 17-24,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,Away,143.0,10-03-23,4,False,0,0
424,David Bell,Cle,WR,L 3-28,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bal,Home,143.0,10-03-23,4,False,0,0
426,Greg Dortch,Ari,WR,L 16-35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Away,143.0,10-03-23,4,False,0,0
427,Brandon Powell,Min,WR,W 21-13,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Away,143.0,10-03-23,4,False,0,1
431,Tre Tucker,LV,WR,L 17-24,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,Away,143.0,10-03-23,4,False,0,0
435,Demarcus Robinson,LAR,WR,W 29-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,143.0,10-03-23,4,False,0,1
442,Antoine Green,Det,WR,W 34-20,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Away,143.0,10-03-23,4,False,0,1
444,Xavier Hutchinson,Hou,WR,W 30-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Home,143.0,10-03-23,4,False,0,1
447,Britain Covey,Phi,WR,W 34-31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Home,143.0,10-03-23,4,False,0,1
456,Miles Boykin,Pit,WR,L 6-30,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hou,Away,143.0,10-03-23,4,False,0,0
457,Scott Miller,Atl,WR,L 7-23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Away,143.0,10-03-23,4,False,0,0
459,Parker Washington,Jax,WR,W 23-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Home,143.0,10-03-23,4,False,0,1
474,Matthew Slater,NE,WR,L 3-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Away,143.0,10-03-23,4,False,0,0
478,Trent Taylor,Chi,WR,L 28-31,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Home,143.0,10-03-23,4,False,0,0
485,Jamison Crowder,Wsh,WR,L 31-34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phi,Away,143.0,10-03-23,4,False,0,0
492,Ihmir Smith-Marsette,Car,WR,L 13-21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Home,143.0,10-03-23,4,False,0,0
496,Keith Kirkwood,NO,WR,L 9-26,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,Home,143.0,10-03-23,4,False,0,0
515,Laquon Treadwell,Bal,WR,W 28-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cle,Away,143.0,10-03-23,4,False,0,1
518,Amari Rodgers,Ind,WR,L 23-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,Home,143.0,10-03-23,4,False,0,0
528,Colton Dowell,Ten,WR,W 27-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin,Home,143.0,10-03-23,4,False,0,1
531,Montrell Washington,KC,WR,W 23-20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Away,143.0,10-03-23,4,False,0,1
545,Simi Fehoko,LAC,WR,W 24-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,Home,143.0,10-03-23,4,False,0,1
553,N'Keal Harry,Min,WR,W 21-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Away,143.0,10-03-23,4,False,0,1
575,Lynn Bowden Jr.,NO,WR,L 9-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,Home,143.0,10-03-23,4,False,0,0
598,Austin Trammell,LAR,WR,W 29-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,143.0,10-03-23,4,False,0,1
609,Jacob Harris,Jax,WR,W 23-7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Home,143.0,10-03-23,4,False,0,1
611,Keelan Doss,LAC,WR,W 24-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,Home,143.0,10-03-23,4,False,0,1
1005,Tyreek Hill,Mia,WR,W 36-34,20.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,215.0,2.0,15.0,0.0,0.0,0.0,44.5,0.0,0.0,LAC,Away,1.0,09-12-23,1,False,0,1
1006,Brandon Aiyuk,SF,WR,W 30-7,10.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,129.0,2.0,8.0,0.0,0.0,0.0,32.9,0.0,0.0,Pit,Away,2.0,09-12-23,1,False,0,1
1007,Jakobi Meyers,LV,WR,W 17-16,10.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.0,2.0,10.0,0.0,0.0,0.0,29.1,0.0,0.0,Den,Away,3.0,09-12-23,1,False,0,1
1011,Stefon Diggs,Buf,WR,L 16-22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,102.0,1.0,13.0,0.0,0.0,0.0,26.2,0.0,0.0,NYJ,Away,4.0,09-12-23,1,False,0,0
1014,Kendrick Bourne,NE,WR,L 20-25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,64.0,2.0,11.0,0.0,0.0,0.0,24.4,0.0,0.0,Phi,Home,5.0,09-12-23,1,False,0,0
1016,Calvin Ridley,Jax,WR,W 31-21,14.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,101.0,1.0,11.0,0.0,0.0,0.0,24.1,0.0,0.0,Ind,Away,6.0,09-12-23,1,False,0,1
1017,Justin Jefferson,Min,WR,L 17-20,20.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,150.0,0.0,12.0,0.0,0.0,0.0,24.0,0.0,0.0,TB,Home,7.0,09-12-23,1,False,0,0
1018,Michael Pittman Jr.,Ind,WR,L 21-31,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,97.0,1.0,11.0,0.0,0.0,0.0,23.7,0.0,0.0,Jax,Home,8.0,09-12-23,1,False,0,0
1021,Puka Nacua,LAR,WR,W 30-13,8.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,119.0,0.0,15.0,0.0,0.0,0.0,21.9,0.0,0.0,Sea,Away,9.0,09-12-23,1,False,0,1
1028,Chris Olave,NO,WR,W 16-15,14.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,112.0,0.0,10.0,0.0,0.0,0.0,19.2,0.0,0.0,Ten,Home,10.0,09-12-23,1,False,0,1
1029,Amon-Ra St. Brown,Det,WR,W 21-20,16.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.0,1.0,9.0,0.0,0.0,0.0,19.1,0.0,0.0,KC,Away,11.0,09-12-23,1,False,0,1
1030,Rashid Shaheed,NO,WR,W 16-15,6.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,89.0,1.0,6.0,0.0,1.0,0.0,19.0,0.0,0.0,Ten,Home,12.0,09-12-23,1,False,0,1
1031,Mike Evans,TB,WR,W 20-17,13.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,1.0,10.0,0.0,0.0,0.0,18.6,0.0,0.0,Min,Away,13.5,09-12-23,1,False,0,1
1032,Romeo Doubs,GB,WR,W 38-20,9.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,2.0,5.0,0.0,0.0,0.0,18.6,0.0,0.0,Chi,Away,13.5,09-12-23,1,False,0,1
1033,Tutu Atwell,LAR,WR,W 30-13,9.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,119.0,0.0,8.0,0.0,0.0,0.0,17.9,0.0,0.0,Sea,Away,15.0,09-12-23,1,False,0,1
1035,Zay Flowers,Bal,WR,W 25-9,9.9,0.0,0.0,0.0,2.0,9.0,0.0,9.0,78.0,0.0,10.0,0.0,0.0,0.0,17.7,0.0,0.0,Hou,Home,16.5,09-12-23,1,False,0,1
1036,DeVonta Smith,Phi,WR,W 25-20,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,47.0,1.0,10.0,0.0,0.0,0.0,17.7,0.0,0.0,NE,Away,16.5,09-12-23,1,False,0,1
1042,Zay Jones,Jax,WR,W 31-21,8.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,1.0,7.0,0.0,0.0,0.0,16.5,0.0,0.0,Ind,Away,18.0,09-12-23,1,False,0,1
1044,Jordan Addison,Min,WR,L 17-20,9.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61.0,1.0,6.0,0.0,0.0,0.0,16.1,0.0,0.0,TB,Home,19.0,09-12-23,1,False,0,0
1047,Darnell Mooney,Chi,WR,L 20-38,9.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,1.0,7.0,0.0,0.0,0.0,15.3,0.0,0.0,GB,Home,20.0,09-12-23,1,False,0,0
1053,A.J. Brown,Phi,WR,W 25-20,14.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,79.0,0.0,10.0,0.0,0.0,0.0,14.9,0.0,0.0,NE,Away,21.0,09-12-23,1,False,0,1
1058,Garrett Wilson,NYJ,WR,W 22-16,16.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,1.0,5.0,0.0,0.0,0.0,14.4,0.0,0.0,Buf,Home,22.0,09-12-23,1,False,0,1
1059,Keenan Allen,LAC,WR,L 34-36,14.1,0.0,0.0,0.0,2.0,6.0,0.0,6.0,76.0,0.0,9.0,0.0,0.0,0.0,14.2,0.0,0.0,Mia,Home,23.0,09-12-23,1,False,0,0
1061,Nico Collins,Hou,WR,L 9-25,10.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,Bal,Away,24.0,09-12-23,1,False,0,0
1063,DK Metcalf,Sea,WR,L 13-30,15.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,1.0,5.0,0.0,0.0,0.0,13.7,0.0,0.0,LAR,Home,25.0,09-12-23,1,False,0,0
1065,DeAndre Hopkins,Ten,WR,L 15-16,13.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,65.0,0.0,13.0,0.0,0.0,0.0,13.5,0.0,0.0,NO,Away,26.0,09-12-23,1,False,0,0
1068,Courtland Sutton,Den,WR,L 16-17,13.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,1.0,5.0,0.0,0.0,0.0,13.2,0.0,0.0,LV,Home,27.0,09-12-23,1,False,0,0
1070,River Cracraft,Mia,WR,W 36-34,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,1.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,LAC,Away,28.0,09-12-23,1,False,0,1
1072,Davante Adams,LV,WR,W 17-16,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,0.0,9.0,0.0,0.0,0.0,12.6,0.0,0.0,Den,Away,29.0,09-12-23,1,False,0,1
1075,Josh Reynolds,Det,WR,W 21-20,5.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,KC,Away,30.0,09-12-23,1,False,0,1
1076,Jaylen Waddle,Mia,WR,W 36-34,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0,0.0,5.0,0.0,0.0,0.0,11.8,0.0,0.0,LAC,Away,31.0,09-12-23,1,False,0,1
1079,CeeDee Lamb,Dal,WR,W 40-0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,77.0,0.0,4.0,0.0,0.0,0.0,11.7,0.0,0.0,NYG,Away,32.5,09-12-23,1,False,0,1
1081,Robert Woods,Hou,WR,L 9-25,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,0.0,10.0,0.0,0.0,0.0,11.7,0.0,0.0,Bal,Away,32.5,09-12-23,1,False,0,0
1082,Rashee Rice,KC,WR,L 20-21,5.1,0.0,0.0,0.0,1.0,-3.0,0.0,3.0,29.0,1.0,5.0,0.0,0.0,0.0,11.6,0.0,0.0,Det,Home,34.0,09-12-23,1,False,0,0
1086,Allen Robinson II,Pit,WR,L 7-30,5.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,0.0,8.0,0.0,0.0,0.0,11.4,0.0,0.0,SF,Home,35.0,09-12-23,1,False,0,0
1087,Deebo Samuel,SF,WR,W 30-7,14.2,0.0,0.0,0.0,2.0,8.0,0.0,5.0,55.0,0.0,7.0,0.0,0.0,0.0,11.3,0.0,0.0,Pit,Away,36.0,09-12-23,1,False,0,1
1089,Michael Thomas,NO,WR,W 16-15,12.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,61.0,0.0,8.0,0.0,0.0,0.0,11.1,0.0,0.0,Ten,Home,37.0,09-12-23,1,False,0,1
1090,Curtis Samuel,Wsh,WR,W 20-16,8.3,0.0,0.0,0.0,1.0,6.0,0.0,5.0,54.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,Ari,Home,38.0,09-12-23,1,False,0,1
1093,KaVontae Turpin,Dal,WR,W 40-0,1.0,0.0,0.0,0.0,3.0,14.0,1.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,10.5,0.0,0.0,NYG,Away,39.0,09-12-23,1,False,0,1
1096,Chris Godwin,TB,WR,W 20-17,14.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,0.0,6.0,0.0,0.0,0.0,10.1,0.0,0.0,Min,Away,40.0,09-12-23,1,False,0,1
1098,Nick Westbrook-Ikhine,Ten,WR,L 15-16,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,0.0,7.0,0.0,0.0,0.0,9.8,0.0,0.0,NO,Away,41.0,09-12-23,1,False,0,0
1100,Calvin Austin III,Pit,WR,L 7-30,1.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,6.0,0.0,0.0,0.0,9.7,0.0,0.0,SF,Home,42.0,09-12-23,1,False,0,0
1105,Elijah Moore,Cle,WR,W 24-3,8.5,0.0,0.0,0.0,2.0,19.0,0.0,3.0,43.0,0.0,7.0,0.0,0.0,0.0,9.2,0.0,0.0,Cin,Home,43.0,09-12-23,1,False,0,1
1107,Ja'Marr Chase,Cin,WR,L 3-24,20.4,0.0,0.0,0.0,1.0,2.0,0.0,5.0,39.0,0.0,9.0,0.0,0.0,0.0,9.1,0.0,0.0,Cle,Away,44.5,09-12-23,1,False,0,0
1109,Lil'Jordan Humphrey,Den,WR,L 16-17,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,2.0,0.0,0.0,0.0,9.1,0.0,0.0,LV,Home,44.5,09-12-23,1,False,0,0
1112,Jahan Dotson,Wsh,WR,W 20-16,11.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,Ari,Home,46.0,09-12-23,1,False,0,1
1118,Trey Palmer,TB,WR,W 20-17,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,3.0,0.0,0.0,0.0,8.8,0.0,0.0,Min,Away,47.0,09-12-23,1,False,0,1
1119,Marquise Brown,Ari,WR,L 16-20,12.6,0.0,0.0,0.0,1.0,29.0,0.0,3.0,28.0,0.0,5.0,0.0,0.0,0.0,8.7,0.0,0.0,Wsh,Away,48.0,09-12-23,1,False,0,0
1120,George Pickens,Pit,WR,L 7-30,10.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,0.0,7.0,0.0,0.0,0.0,8.6,0.0,0.0,SF,Home,49.0,09-12-23,1,False,0,0
1121,Mike Williams,LAC,WR,L 34-36,12.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,5.0,0.0,0.0,0.0,8.5,0.0,0.0,Mia,Home,50.0,09-12-23,1,False,0,0
1129,Demario Douglas,NE,WR,L 20-25,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,Phi,Home,51.0,09-12-23,1,False,0,0
1132,Diontae Johnson,Pit,WR,L 7-30,13.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,0.0,6.0,0.0,0.0,0.0,7.8,0.0,0.0,SF,Home,52.0,09-12-23,1,False,0,0
1134,Rondale Moore,Ari,WR,L 16-20,8.9,0.0,0.0,0.0,2.0,12.0,0.0,3.0,33.0,0.0,3.0,0.0,0.0,0.0,7.5,0.0,0.0,Wsh,Away,53.0,09-12-23,1,False,0,0
1136,JuJu Smith-Schuster,NE,WR,L 20-25,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,7.0,0.0,0.0,0.0,7.3,0.0,0.0,Phi,Home,54.0,09-12-23,1,False,0,0
1140,Braxton Berrios,Mia,WR,W 36-34,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,0.0,0.0,0.0,7.2,0.0,0.0,LAC,Away,55.0,09-12-23,1,False,0,1
1143,Marquez Valdes-Scantling,KC,WR,L 20-21,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,2.0,0.0,0.0,0.0,6.8,0.0,0.0,Det,Home,56.0,09-12-23,1,False,0,0
1144,Amari Cooper,Cle,WR,W 24-3,13.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,7.0,0.0,0.0,0.0,6.7,0.0,0.0,Cin,Home,57.0,09-12-23,1,False,0,1
1146,Allen Lazard,NYJ,WR,W 22-16,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,0.0,4.0,0.0,0.0,0.0,6.6,0.0,0.0,Buf,Home,58.5,09-12-23,1,False,0,1
1147,Jayden Reed,GB,WR,W 38-20,9.5,0.0,0.0,0.0,1.0,-2.0,0.0,2.0,48.0,0.0,5.0,0.0,0.0,0.0,6.6,0.0,0.0,Chi,Away,58.5,09-12-23,1,False,0,1
1153,Rashod Bateman,Bal,WR,W 25-9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,3.0,0.0,0.0,0.0,6.5,0.0,0.0,Hou,Home,60.5,09-12-23,1,False,0,1
1154,Justin Watson,KC,WR,L 20-21,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,4.0,0.0,0.0,0.0,6.5,0.0,0.0,Det,Home,60.5,09-12-23,1,False,0,0
1156,Tank Dell,Hou,WR,L 9-25,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,4.0,0.0,0.0,0.0,6.4,0.0,0.0,Bal,Away,62.5,09-12-23,1,False,0,0
1157,Van Jefferson,LAR,WR,W 30-13,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,5.0,0.0,0.0,0.0,6.4,0.0,0.0,Sea,Away,62.5,09-12-23,1,False,0,1
1160,K.J. Osborn,Min,WR,L 17-20,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,6.0,0.0,0.0,0.0,6.1,0.0,0.0,TB,Home,64.5,09-12-23,1,False,0,0
1162,Mack Hollins,Atl,WR,W 24-10,6.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,4.0,0.0,0.0,0.0,6.1,0.0,0.0,Car,Home,64.5,09-12-23,1,False,0,1
1163,Josh Downs,Ind,WR,L 21-31,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,Jax,Home,66.5,09-12-23,1,False,0,0
1164,Xavier Gipson,NYJ,WR,W 22-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,Buf,Home,66.5,09-12-23,1,False,0,1
1165,Odell Beckham Jr.,Bal,WR,W 25-9,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,3.0,0.0,0.0,0.0,5.7,0.0,0.0,Hou,Home,68.0,09-12-23,1,False,0,1
1171,Gabe Davis,Buf,WR,L 16-22,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,0.0,4.0,0.0,0.0,0.0,5.2,0.0,0.0,NYJ,Away,69.0,09-12-23,1,False,0,0
1173,Terry McLaurin,Wsh,WR,W 20-16,13.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,4.0,0.0,0.0,0.0,5.1,0.0,0.0,Ari,Home,70.5,09-12-23,1,False,0,1
1174,Brandon Johnson,Den,WR,L 16-17,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,3.0,0.0,0.0,0.0,5.1,0.0,0.0,LV,Home,70.5,09-12-23,1,False,0,0
1176,Noah Brown,Hou,WR,L 9-25,5.4,0.0,0.0,0.0,1.0,-1.0,0.0,3.0,20.0,0.0,4.0,0.0,0.0,0.0,4.9,0.0,0.0,Bal,Away,72.0,09-12-23,1,False,0,0
1178,Treylon Burks,Ten,WR,L 15-16,9.8,0.0,0.0,0.0,1.0,9.0,0.0,2.0,18.0,0.0,3.0,0.0,0.0,0.0,4.7,0.0,0.0,NO,Away,73.0,09-12-23,1,False,0,0
