,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,rank,DATE,Week,Free_Agent,did_not_play,Win_Loss
3121,CeeDee Lamb,Dal,WR,L 10-42,16.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.0,5.0,0.0,0.0,0.0,8.9,0.0,0.0,SF,Away,43.0,10-10-23,5,False,0,0
3122,Terry McLaurin,Wsh,WR,L 20-40,13.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.0,5.0,0.0,0.0,0.0,8.9,0.0,0.0,Chi,Home,43.0,10-10-23,5,False,0,0
3123,Tutu Atwell,LAR,WR,L 14-23,10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,5.0,0.0,0.0,0.0,8.9,0.0,0.0,Phi,Home,43.0,10-10-23,5,False,0,0
3126,Davante Adams,LV,WR,W 17-13,22.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,4.0,0.0,0.0,0.0,8.5,0.0,0.0,GB,Home,45.0,10-10-23,5,False,0,1
3128,Garrett Wilson,NYJ,WR,W 31-21,17.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,0.0,7.0,0.0,0.0,0.0,8.4,0.0,0.0,Den,Away,46.0,10-10-23,5,False,0,1
3130,Tank Dell,Hou,WR,L 19-21,11.8,0.0,0.0,0.0,2.0,-4.0,0.0,3.0,57.0,0.0,4.0,0.0,0.0,0.0,8.3,0.0,0.0,Atl,Away,47.0,10-10-23,5,False,0,0
3132,Deonte Harty,Buf,WR,L 20-25,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,0.0,2.0,0.0,0.0,0.0,8.2,0.0,0.0,Jax,Home,48.0,10-10-23,5,False,0,0
3133,Allen Robinson II,Pit,WR,W 17-10,7.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,9.0,0.0,0.0,0.0,7.9,0.0,0.0,Bal,Home,49.0,10-10-23,5,False,0,1
3136,Kadarius Toney,KC,WR,W 27-20,6.3,0.0,0.0,0.0,1.0,1.0,0.0,5.0,26.0,0.0,6.0,0.0,0.0,0.0,7.7,0.0,0.0,Min,Away,50.0,10-10-23,5,False,0,1
3138,Justin Watson,KC,WR,W 27-20,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,0.0,3.0,0.0,0.0,0.0,7.6,0.0,0.0,Min,Away,51.0,10-10-23,5,False,0,1
3140,Kalif Raymond,Det,WR,W 42-24,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,3.0,0.0,0.0,0.0,7.5,0.0,0.0,Car,Home,52.0,10-10-23,5,False,0,1
3143,Nico Collins,Hou,WR,L 19-21,13.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,0.0,4.0,0.0,0.0,0.0,6.9,0.0,0.0,Atl,Away,53.5,10-10-23,5,False,0,0
3144,Wan'Dale Robinson,NYG,WR,L 16-31,9.5,0.0,0.0,0.0,1.0,1.0,0.0,5.0,18.0,0.0,6.0,0.0,0.0,0.0,6.9,0.0,0.0,Mia,Away,53.5,10-10-23,5,False,0,0
3146,Allen Lazard,NYJ,WR,W 31-21,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,4.0,0.0,0.0,0.0,6.3,0.0,0.0,Den,Away,55.5,10-10-23,5,False,0,1
3147,Kendrick Bourne,NE,WR,L 0-34,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,5.0,0.0,0.0,0.0,6.3,0.0,0.0,NO,Home,55.5,10-10-23,5,False,0,0
3149,Jahan Dotson,Wsh,WR,L 20-40,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,Chi,Home,57.5,10-10-23,5,False,0,0
3151,Robert Woods,Hou,WR,L 19-21,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,Atl,Away,57.5,10-10-23,5,False,0,0
3153,Justin Jefferson,Min,WR,L 20-27,23.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,6.0,0.0,0.0,0.0,5.8,0.0,0.0,KC,Home,59.0,10-10-23,5,False,0,0
3155,Darius Slayton,NYG,WR,L 16-31,7.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,4.0,0.0,0.0,0.0,5.5,0.0,0.0,Mia,Away,60.0,10-10-23,5,False,0,0
3162,Mack Hollins,Atl,WR,W 21-19,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,2.0,0.0,0.0,0.0,4.9,0.0,0.0,Hou,Home,61.0,10-10-23,5,False,0,1
3165,Rashid Shaheed,NO,WR,W 34-0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,2.0,0.0,0.0,0.0,4.8,0.0,0.0,NE,Away,62.5,10-10-23,5,False,0,1
3166,Justyn Ross,KC,WR,W 27-20,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,4.0,0.0,0.0,0.0,4.8,0.0,0.0,Min,Away,62.5,10-10-23,5,False,0,1
3175,Parris Campbell,NYG,WR,L 16-31,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,2.0,0.0,0.0,0.0,4.3,0.0,0.0,Mia,Away,64.0,10-10-23,5,False,0,0
3176,Marvin Jones Jr.,Det,WR,W 42-24,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,0.0,0.0,0.0,4.2,0.0,0.0,Car,Home,65.0,10-10-23,5,False,0,1
3179,Jamison Crowder,Wsh,WR,L 20-40,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,2.0,0.0,0.0,0.0,4.1,0.0,0.0,Chi,Home,66.0,10-10-23,5,False,0,0
3181,DeVante Parker,NE,WR,L 0-34,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,NO,Home,67.5,10-10-23,5,False,0,0
3182,John Metchie III,Hou,WR,L 19-21,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,Atl,Away,67.5,10-10-23,5,False,0,0
3184,Isaiah Hodgins,NYG,WR,L 16-31,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,2.0,0.0,0.0,0.0,3.9,0.0,0.0,Mia,Away,69.0,10-10-23,5,False,0,0
3191,JuJu Smith-Schuster,NE,WR,L 0-34,6.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,3.6,0.0,0.0,NO,Home,70.0,10-10-23,5,False,0,0
3194,Michael Gallup,Dal,WR,L 10-42,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,5.0,0.0,0.0,0.0,3.5,0.0,0.0,SF,Away,71.0,10-10-23,5,False,0,0
3198,Demario Douglas,NE,WR,L 0-34,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,0.0,0.0,0.0,3.4,0.0,0.0,NO,Home,72.0,10-10-23,5,False,0,0
3199,Odell Beckham Jr.,Bal,WR,L 10-17,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,4.0,0.0,0.0,0.0,3.3,0.0,0.0,Pit,Away,73.5,10-10-23,5,False,0,0
3200,Braxton Berrios,Mia,WR,W 31-16,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,3.3,0.0,0.0,NYG,Home,73.5,10-10-23,5,False,0,1
3204,Skyy Moore,KC,WR,W 27-20,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,3.1,0.0,0.0,Min,Away,75.0,10-10-23,5,False,0,1
3209,Scott Miller,Atl,WR,W 21-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,Hou,Home,76.0,10-10-23,5,False,0,1
3210,Jauan Jennings,SF,WR,W 42-10,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,2.9,0.0,0.0,Dal,Home,77.0,10-10-23,5,False,0,1
3212,Michael Wilson,Ari,WR,L 20-34,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,0.0,0.0,2.8,0.0,0.0,Cin,Home,78.0,10-10-23,5,False,0,0
3214,Laviska Shenault Jr.,Car,WR,L 24-42,1.9,0.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,Det,Away,79.0,10-10-23,5,False,0,0
3220,Quez Watkins,Phi,WR,W 23-14,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,2.4,0.0,0.0,LAR,Away,80.0,10-10-23,5,False,0,1
3222,Brandin Cooks,Dal,WR,L 10-42,8.4,0.0,0.0,0.0,1.0,6.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,2.3,0.0,0.0,SF,Away,82.0,10-10-23,5,False,0,0
3223,Courtland Sutton,Den,WR,L 21-31,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,0.0,0.0,0.0,2.3,0.0,0.0,NYJ,Home,82.0,10-10-23,5,False,0,0
3224,Sterling Shepard,NYG,WR,L 16-31,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,2.3,0.0,0.0,Mia,Away,82.0,10-10-23,5,False,0,0
3225,Jameson Williams,Det,WR,W 42-24,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.2,0.0,0.0,Car,Home,84.5,10-10-23,5,False,0,1
3226,Marquez Valdes-Scantling,KC,WR,W 27-20,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,2.2,0.0,0.0,Min,Away,84.5,10-10-23,5,False,0,1
3228,Khalil Shakir,Buf,WR,L 20-25,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,2.1,0.0,0.0,Jax,Home,87.0,10-10-23,5,False,0,0
3230,Dyami Brown,Wsh,WR,L 20-40,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,2.1,0.0,0.0,Chi,Home,87.0,10-10-23,5,False,0,0
3231,KhaDarel Hodge,Atl,WR,W 21-19,1.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,2.1,0.0,0.0,Hou,Home,87.0,10-10-23,5,False,0,1
3233,Alec Pierce,Ind,WR,W 23-16,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,Ten,Home,90.0,10-10-23,5,False,0,1
3234,Dontayvion Wicks,GB,WR,L 13-17,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,LV,Away,90.0,10-10-23,5,False,0,0
3236,Byron Pringle,Wsh,WR,L 20-40,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,Chi,Home,90.0,10-10-23,5,False,0,0
3238,Nick Westbrook-Ikhine,Ten,WR,L 16-23,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,1.9,0.0,0.0,Ind,Away,93.0,10-10-23,5,False,0,0
3239,Brandon Johnson,Den,WR,L 21-31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.9,0.0,0.0,NYJ,Home,93.0,10-10-23,5,False,0,0
3241,Andrei Iosivas,Cin,WR,W 34-20,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,1.9,0.0,0.0,Ari,Away,93.0,10-10-23,5,False,0,1
3242,Rashod Bateman,Bal,WR,L 10-17,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,1.8,0.0,0.0,Pit,Away,95.0,10-10-23,5,False,0,0
3245,Jayden Reed,GB,WR,L 13-17,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,1.7,0.0,0.0,LV,Away,96.5,10-10-23,5,False,0,0
3246,Hunter Renfrow,LV,WR,W 17-13,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,1.7,0.0,0.0,GB,Home,96.5,10-10-23,5,False,0,1
3251,DeVonta Smith,Phi,WR,W 23-14,15.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,1.6,0.0,0.0,LAR,Away,98.5,10-10-23,5,False,0,1
3252,Tre Tucker,LV,WR,W 17-13,1.2,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,GB,Home,98.5,10-10-23,5,False,0,1
3256,Romeo Doubs,GB,WR,L 13-17,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.4,0.0,0.0,LV,Away,100.0,10-10-23,5,False,0,0
3259,Trent Sherfield,Buf,WR,L 20-25,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,Jax,Home,101.0,10-10-23,5,False,0,0
3263,Kwamie Lassiter II,Cin,WR,W 34-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,0.0,Ari,Away,102.0,10-10-23,5,False,0,1
3264,Ray-Ray McCloud III,SF,WR,W 42-10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1,0.0,0.0,Dal,Home,103.5,10-10-23,5,False,0,1
3265,Keith Kirkwood,NO,WR,W 34-0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1,0.0,0.0,NE,Away,103.5,10-10-23,5,False,0,1
3271,Isaiah McKenzie,Ind,WR,W 23-16,2.6,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,Ten,Home,105.0,10-10-23,5,False,0,1
3272,DeAndre Carter,LV,WR,W 17-13,1.9,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,GB,Home,106.0,10-10-23,5,False,0,1
3275,Jamal Agnew,Jax,WR,W 25-20,1.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,Buf,Away,107.0,10-10-23,5,False,0,1
3288,Darnell Mooney,Chi,WR,W 40-20,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Away,124.5,10-10-23,5,False,0,1
3298,Van Jefferson,LAR,WR,L 14-23,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phi,Home,124.5,10-10-23,5,False,0,0
3300,Calvin Austin III,Pit,WR,W 17-10,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bal,Home,124.5,10-10-23,5,False,0,1
3305,Jalin Hyatt,NYG,WR,L 16-31,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mia,Away,124.5,10-10-23,5,False,0,0
3318,Randall Cobb,NYJ,WR,W 31-21,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Away,124.5,10-10-23,5,False,0,1
3324,Ronnie Bell,SF,WR,W 42-10,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Home,124.5,10-10-23,5,False,0,1
3334,Devin Duvernay,Bal,WR,L 10-17,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Away,124.5,10-10-23,5,False,0,0
3342,Olamide Zaccheaus,Phi,WR,W 23-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,Away,124.5,10-10-23,5,False,0,1
3343,Jalen Tolbert,Dal,WR,L 10-42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Away,124.5,10-10-23,5,False,0,0
3353,Robbie Chosen,Mia,WR,W 31-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Home,124.5,10-10-23,5,False,0,1
3361,Equanimeous St. Brown,Chi,WR,W 40-20,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Away,124.5,10-10-23,5,False,0,1
3376,Kyle Philips,Ten,WR,L 16-23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,124.5,10-10-23,5,False,0,0
3377,Chris Moore,Ten,WR,L 16-23,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,124.5,10-10-23,5,False,0,0
3387,Greg Dortch,Ari,WR,L 20-34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin,Home,124.5,10-10-23,5,False,0,0
3393,Velus Jones Jr.,Chi,WR,W 40-20,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Away,124.5,10-10-23,5,False,0,1
3402,Antoine Green,Det,WR,W 42-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Home,124.5,10-10-23,5,False,0,1
3404,Xavier Hutchinson,Hou,WR,L 19-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Away,124.5,10-10-23,5,False,0,0
3408,Britain Covey,Phi,WR,W 23-14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,Away,124.5,10-10-23,5,False,0,1
3412,Miles Boykin,Pit,WR,W 17-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bal,Home,124.5,10-10-23,5,False,0,1
3413,Lil'Jordan Humphrey,Den,WR,L 21-31,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Home,124.5,10-10-23,5,False,0,0
3416,Zach Pascal,Ari,WR,L 20-34,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin,Home,124.5,10-10-23,5,False,0,0
3426,Matthew Slater,NE,WR,L 0-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,Home,124.5,10-10-23,5,False,0,0
3430,Trent Taylor,Chi,WR,W 40-20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Away,124.5,10-10-23,5,False,0,1
3434,Tim Jones,Jax,WR,W 25-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Buf,Away,124.5,10-10-23,5,False,0,1
3444,Ihmir Smith-Marsette,Car,WR,L 24-42,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Away,124.5,10-10-23,5,False,0,0
3464,Laquon Treadwell,Bal,WR,L 10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Away,124.5,10-10-23,5,False,0,0
3467,Amari Rodgers,Ind,WR,W 23-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ten,Home,124.5,10-10-23,5,False,0,1
3475,Colton Dowell,Ten,WR,L 16-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,124.5,10-10-23,5,False,0,0
3479,Montrell Washington,KC,WR,W 27-20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Away,124.5,10-10-23,5,False,0,1
3495,N'Keal Harry,Min,WR,L 20-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,Home,124.5,10-10-23,5,False,0,0
3511,Irvin Charles,NYJ,WR,W 31-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Away,124.5,10-10-23,5,False,0,1
3514,Lynn Bowden Jr.,NO,WR,W 34-0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,Away,124.5,10-10-23,5,False,0,1
3535,Austin Trammell,LAR,WR,L 14-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phi,Home,124.5,10-10-23,5,False,0,0
3549,Dylan Drummond,Det,WR,W 42-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Home,124.5,10-10-23,5,False,0,1
3553,Marvin Mims Jr.,Den,WR,L 21-31,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,-0.6,0.0,0.0,NYJ,Home,142.0,10-10-23,5,False,0,0
3555,Xavier Gipson,NYJ,WR,W 31-21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,Den,Away,143.5,10-10-23,5,False,0,1
3556,Gunner Olszewski,Pit,WR,W 17-10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,Bal,Home,143.5,10-10-23,5,False,0,1
4021,Calvin Ridley,Jax,WR,W 34-14,12.1,0.0,0.0,0.0,1.0,18.0,0.0,7.0,103.0,2.0,9.0,0.0,0.0,0.0,31.1,0.0,0.0,Ten,Home,1.0,11-21-23,11,False,0,1
4022,Tyreek Hill,Mia,WR,W 20-13,21.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,146.0,1.0,11.0,0.0,0.0,0.0,30.6,0.0,0.0,LV,Home,2.0,11-21-23,11,False,0,1
4024,Tank Dell,Hou,WR,W 21-16,14.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,149.0,1.0,10.0,0.0,0.0,0.0,28.9,0.0,0.0,Ari,Home,3.0,11-21-23,11,False,0,1
4025,Keenan Allen,LAC,WR,L 20-23,18.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,116.0,1.0,16.0,0.0,0.0,0.0,27.6,0.0,0.0,GB,Away,4.0,11-21-23,11,False,0,0
4027,Brandon Aiyuk,SF,WR,W 27-14,15.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,156.0,1.0,6.0,0.0,0.0,0.0,26.6,0.0,0.0,TB,Home,5.0,11-21-23,11,False,0,1
4032,DJ Moore,Chi,WR,L 26-31,14.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,96.0,1.0,9.0,0.0,0.0,0.0,22.6,0.0,0.0,Det,Away,6.0,11-21-23,11,False,0,0
4035,Amon-Ra St. Brown,Det,WR,W 31-26,19.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,77.0,1.0,11.0,0.0,0.0,0.0,21.7,0.0,0.0,Chi,Home,7.0,11-21-23,11,False,0,1
4039,Davante Adams,LV,WR,L 13-20,15.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,82.0,1.0,13.0,0.0,0.0,0.0,21.2,0.0,0.0,Mia,Away,8.0,11-21-23,11,False,0,0
4044,Khalil Shakir,Buf,WR,W 32-6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,115.0,1.0,4.0,0.0,0.0,0.0,20.5,0.0,0.0,NYJ,Home,9.0,11-21-23,11,False,0,1
4045,DK Metcalf,Sea,WR,L 16-17,14.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,94.0,1.0,9.0,0.0,0.0,0.0,20.4,0.0,0.0,LAR,Away,10.0,11-21-23,11,False,0,0
4050,Jayden Reed,GB,WR,W 23-20,7.9,0.0,0.0,0.0,3.0,46.0,1.0,4.0,46.0,0.0,6.0,0.0,0.0,0.0,19.2,0.0,0.0,LAC,Home,11.0,11-21-23,11,False,0,1
4052,Puka Nacua,LAR,WR,W 17-16,13.9,0.0,0.0,0.0,1.0,7.0,0.0,5.0,70.0,1.0,7.0,0.0,0.0,0.0,18.7,0.0,0.0,Sea,Home,12.0,11-21-23,11,False,0,1
4054,Darius Slayton,NYG,WR,W 31-19,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,82.0,1.0,5.0,0.0,0.0,0.0,18.2,0.0,0.0,Wsh,Away,13.0,11-21-23,11,False,0,1
4062,Courtland Sutton,Den,WR,W 21-20,12.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,1.0,5.0,0.0,0.0,0.0,16.6,0.0,0.0,Min,Home,14.0,11-21-23,11,False,0,1
